2.42,0
2.72,1
3.02,2
3.17,1
3.32,2
3.62,3
3.92,1
4.22,3
4.37,0
4.52,3
4.82,1
4.82,2
5.12,0
5.42,1
5.42,3
5.57,0
5.72,3
6.02,3
6.02,0
6.62,0
6.62,1
6.92,2
7.22,3
7.22,2
7.82,0
7.82,3
8.12,1
8.42,1
9.02,0
9.320001,2
9.320001,1
9.620001,3
9.92,1
10.22,0
10.37,1
10.52,2
10.67,3
10.82,2
10.97,1
11.12,0
11.42,0
11.72,2
12.02,3
12.02,0
12.02,2
12.02,1
12.62,3
12.62,0
12.92,3
12.92,2
13.22,0
13.82,3
13.97,2
14.12,1
14.27,2
14.42,3
15.02,3
15.02,2
15.32,0
15.62,3
16.22,0
16.52,3
16.67,1
16.82,3
17.42,3
17.72,3
17.87,2
18.02,1
18.62,0
18.62,1
19.22,3
19.22,2
19.52,1
19.82,3
20.12,1
20.42,0
20.42,2
20.42,1
20.42,3
21.02,0
21.17,2
21.32,1
21.47,2
21.62,0
22.22,0
22.52,3
22.67,2
22.82,1
23.42,1
23.57,3
23.72,2
23.87,1
24.02,2
24.62,0
24.92,1
25.22,2
25.82,3
25.82,2
26.12,0
26.42,3
26.72,1
27.02,3
27.17,0
27.32,3
27.47,0
27.62,3
27.92,2
27.92,1
28.22,3
28.22,0
28.52,3
28.82,1
29.12,2
29.12,0
29.42,3
29.42,1
29.72,0
29.72,2
30.02,3
30.17,2
30.32,1
30.47,2
30.62,0
30.62,1
30.62,2
30.62,3
31.22,3
31.22,2
31.22,1
31.22,0
31.52,3
31.52,0
31.82,1
31.82,2
32.12,3
32.12,1
32.42,1
32.42,0
32.72,3
32.72,2
33.02,3
33.02,0
33.32,3
33.32,1
33.62,0
33.62,2
33.92,2
33.92,3
34.22,0
34.22,1
34.52,3
34.52,1
34.82,0
34.82,1
35.12,3
35.12,2
35.42,0
35.42,1
36.02,0
36.17,2
36.32,3
36.47,2
36.62,0
36.92,3
37.22,3
37.22,2
37.52,0
37.82,3
37.82,2
38.12,1
38.12,2
38.42,0
38.42,1
38.72,3
38.72,1
39.02,0
39.02,2
39.32,3
39.32,2
39.62,0
39.92,0
40.22,0
40.52,0
40.82,2
41.12,0
41.42,2
41.72,3
41.72,1
42.02,0
42.02,2
42.32,2
42.32,1
42.62,0
42.62,3
42.92,3
42.92,1
43.22,0
43.52,2
43.82,1
44.12,2
44.27,2
44.42,2
44.57,2
44.72,1
44.87,2
45.02,0
45.02,1
45.32,3
45.32,2
45.62,0
45.62,3
45.92,1
46.22,3
46.52,1
46.82,0
47.12,0
47.42,3
47.42,2
47.72,2
48.02,0
48.02,1
48.32,2
48.62,0
48.62,1
48.92,3
48.92,2
49.22,0
49.22,1
49.37,3
49.52,2
49.67,1
49.82,0
49.97,1
50.12,2
50.27,3
50.42,0
50.42,1
50.42,2
50.42,3
50.57,3
50.72,0
50.87,3
51.02,2
51.02,1
51.17,0
51.32,3
51.47,0
51.62,1
51.62,2
51.77,3
51.92,0
52.07,1
52.22,2
52.37,3
52.52,2
52.67,1
52.82,0
52.97,0
53.12,1
53.27,0
53.42,3
53.57,3
53.57,2
53.72,3
53.87,2
54.02,1
54.17,0
54.32,0
54.47,3
54.62,0
54.77,1
54.92,3
55.07,0
55.22,0
55.37,0
55.52,1
55.67,0
55.82,1
55.97,2
56.12,3
56.27,2
56.42,2
56.57,0
56.72,2
56.87,2
57.02,1
57.17,2
57.32,0
57.47,3
57.62,0
57.77,0
57.92,1
58.07,0
58.22,0
58.37,0
58.52,1
58.67,2
58.82,3
58.97,2
59.12,1
59.27,0
59.42,0
59.57,0
59.72,3
60.02,0
60.02,1
60.02,2
60.02,3
60.62,2
60.62,1
60.62,0
61.22,3
61.22,2
61.22,1
61.82,0
61.82,1
61.82,2
62.42,0
62.42,1
62.42,2
62.42,3
62.72,1
63.02,3
63.62,0
63.62,1
63.62,2
63.62,3
63.92,1
64.22,3
64.52,0
64.82,3
64.82,0
64.82,1
64.82,2
65.12,3
65.12,0
65.42001,2
65.42001,3
65.42001,0
65.72,3
65.72,0
66.02,2
66.02,1
66.02,0
66.32,3
66.32,1
66.32,0
66.62,2
66.62,3
66.62,0
67.22,0
67.22,1
67.52,3
67.52,2
67.82,0
67.82,1
68.12,3
68.12,2
68.42001,0
68.42001,1
68.72,3
68.72,2
69.02,2
69.02,1
69.02,0
69.62,1
69.92001,2
70.22,3
70.52,2
70.82,1
71.12,1
71.12,0
71.12,2
71.12,3
