0,0
0.3,1
0.6,2
0.75,1
0.9,2
1.2,3
1.5,1
1.8,3
1.95,0
2.1,3
2.4,1
2.4,2
2.7,0
3,1
3,3
3.15,0
3.3,3
3.6,3
3.6,0
4.2,0
4.2,1
4.5,2
4.8,3
4.8,2
5.4,0
5.4,3
5.7,1
6,1
6.6,0
6.9,2
6.9,1
7.2,3
7.5,1
7.8,0
7.95,1
8.1,2
8.25,3
8.400001,2
8.55,1
8.700001,0
9,0
9.3,2
9.6,3
9.6,0
9.6,2
9.6,1
10.2,3
10.2,0
10.5,3
10.5,2
10.8,0
11.4,3
11.55,2
11.7,1
11.85,2
12,3
12.6,3
12.6,2
12.9,0
13.2,3
13.8,0
14.1,3
14.25,1
14.4,3
15,3
15.3,3
15.45,2
15.6,1
16.2,0
16.2,1
16.8,3
16.8,2
17.1,1
17.4,3
17.7,1
18,0
18,2
18,1
18,3
18.6,0
18.75,2
18.9,1
19.05,2
19.2,0
19.8,0
20.1,3
20.25,2
20.4,1
21,1
21.15,3
21.3,2
21.45,1
21.6,2
22.2,0
22.5,1
22.8,2
23.4,3
23.4,2
23.7,0
24,3
24.3,1
24.6,3
24.75,0
24.9,3
25.05,0
25.2,3
25.5,2
25.5,1
25.8,3
25.8,0
26.1,3
26.4,1
26.7,2
26.7,0
27,3
27,1
27.3,0
27.3,2
27.6,3
27.75,2
27.9,1
28.05,2
28.2,0
28.2,1
28.2,2
28.2,3
28.8,3
28.8,2
28.8,1
28.8,0
29.1,3
29.1,0
29.4,1
29.4,2
29.7,3
29.7,1
30,1
30,0
30.3,3
30.3,2
30.6,3
30.6,0
30.9,3
30.9,1
31.2,0
31.2,2
31.5,2
31.5,3
31.8,0
31.8,1
32.1,3
32.1,1
32.4,0
32.4,1
32.7,3
32.7,2
33,0
33,1
33.6,0
33.75,2
33.9,3
34.05,2
34.2,0
34.5,3
34.8,3
34.8,2
35.1,0
35.4,3
35.4,2
35.7,1
35.7,2
36,0
36,1
36.3,3
36.3,1
36.6,0
36.6,2
36.9,3
36.9,2
37.2,0
37.5,0
37.8,0
38.1,0
38.4,2
38.7,0
39,2
39.3,3
39.3,1
39.6,0
39.6,2
39.9,2
39.9,1
40.2,0
40.2,3
40.5,3
40.5,1
40.8,0
41.1,2
41.4,1
41.7,2
41.85,2
42,2
42.15,2
42.3,1
42.45,2
42.6,0
42.6,1
42.9,3
42.9,2
43.2,0
43.2,3
43.5,1
43.8,3
44.1,1
44.4,0
44.7,0
45,3
45,2
45.3,2
45.6,0
45.6,1
45.9,2
46.2,0
46.2,1
46.5,3
46.5,2
46.8,0
46.8,1
46.95,3
47.1,2
47.25,1
47.4,0
47.55,1
47.7,2
47.85,3
48,0
48,1
48,2
48,3
48.15,3
48.3,0
48.45,3
48.6,2
48.6,1
48.75,0
48.9,3
49.05,0
49.2,1
49.2,2
49.35,3
49.5,0
49.65,1
49.8,2
49.95,3
50.1,2
50.25,1
50.4,0
50.55,0
50.7,1
50.85,0
51,3
51.15,3
51.15,2
51.3,3
51.45,2
51.6,1
51.75,0
51.9,0
52.05,3
52.2,0
52.35,1
52.5,3
52.65,0
52.8,0
52.95,0
53.1,1
53.25,0
53.4,1
53.55,2
53.7,3
53.85,2
54,2
54.15,0
54.3,2
54.45,2
54.6,1
54.75,2
54.9,0
55.05,3
55.2,0
55.35,0
55.5,1
55.65,0
55.8,0
55.95,0
56.1,1
56.25,2
56.4,3
56.55,2
56.7,1
56.85,0
57,0
57.15,0
57.3,3
57.6,0
57.6,1
57.6,2
57.6,3
58.2,2
58.2,1
58.2,0
58.8,3
58.8,2
58.8,1
59.4,0
59.4,1
59.4,2
60,0
60,1
60,2
60,3
60.3,1
60.6,3
61.2,0
61.2,1
61.2,2
61.2,3
61.5,1
61.8,3
62.1,0
62.4,3
62.4,0
62.4,1
62.4,2
62.7,3
62.7,0
63,2
63,3
63,0
63.3,3
63.3,0
63.6,2
63.6,1
63.6,0
63.9,3
63.9,1
63.9,0
64.2,2
64.2,3
64.2,0
64.8,0
64.8,1
65.10001,3
65.10001,2
65.4,0
65.4,1
65.7,3
65.7,2
66,0
66,1
66.3,3
66.3,2
66.60001,2
66.60001,1
66.60001,0
67.2,1
67.5,2
67.8,3
68.10001,2
68.4,1
68.7,1
68.7,0
68.7,2
68.7,3
